D0_num_points,D0_total_persistence,D0_mean_persistence,D0_variance_persistence,D0_max_persistence,D0_min_persistence,D1_num_points,D1_total_persistence,D1_mean_persistence,D1_variance_persistence,D1_max_persistence,D1_min_persistence,D2_num_points,D2_total_persistence,D2_mean_persistence,D2_variance_persistence,D2_max_persistence,D2_min_persistence,Name,Topological Net
55,2681.1886631524226,48.7488847845895,452.3959681011421,116.00927097760001,42.020719668146995,176,2226.596129390442,12.651114371536602,371.4383198836287,42.019546126747514,1.1161546353832819e-08,88,646.105062137341,7.34210297883342,215.31490005718794,41.998720386578896,7.323649242607644e-09,str_m1_o1_o3_pcu_sym.75,pcu
55,2472.644256407209,44.957168298312894,82.99650906471834,73.7662830129,42.076239201984905,176,2230.026229546378,12.670603576968057,372.58369779458917,42.076147467384914,9.99875737761613e-11,128,635.8598622719265,4.967655173999426,158.04048514712554,42.07570743258586,1.0231815394945443e-12,str_m1_o1_o2_pcu_sym.98,pcu
55,2312.8878988711344,42.052507252202446,0.048923573513405344,42.34166716725625,41.86516816108056,176,2171.3475547590183,12.33720201567624,352.61181838555257,42.212741493892196,0.0001011722022781214,54,565.8269149959436,10.478276203628585,252.01394139087097,39.18945370228002,0.00011059093412768561,str_m1_o1_o4_pcu_sym.60,pcu
55,2312.6138290630925,42.047524164783496,1.7759554519885822e-06,42.04951659615625,42.04663281390624,176,2228.4577478237347,12.661691748998493,372.05976884442174,42.04662243596813,1.2789769243681803e-12,56,616.6525345806784,11.011652403226401,285.62171191342424,42.045954947851925,3.469435227998474e-08,str_m1_o1_o4_pcu_sym.147,pcu
55,2682.5666608990286,48.77393928907325,455.2089566413373,116.24311419210005,42.026634501674124,176,2227.3716132847303,12.655520530026877,371.6971808420362,42.02819648631555,2.1657342585967854e-11,60,646.649927035888,10.777498783931467,279.27622368843936,42.0244790123204,8.020606401260011e-11,str_m1_o1_o3_pcu_sym.67,pcu
79,3383.512645811143,42.829273997609405,5.645748268797106e-05,42.84150844230625,42.82445952159999,282,3774.083407716828,13.383274495449744,388.2571716643684,42.505919642971335,0.0013144035634695683,218,1155.8533221834339,5.302079459557036,180.1797249436218,41.94088951142919,0.0011863427723426412,str_m1_o1_o1_pcu_sym.15,pcu
55,2672.3526953540636,48.58823082461934,455.1257680268411,116.05122688055624,41.83125124125942,176,2210.0885244766505,12.55732116179915,365.93673557641466,41.86065728614466,5.516653800441418e-10,56,636.4470817193367,11.365126459273869,282.2514262793612,41.461656367705416,0.0005898527803083198,str_m1_o1_o3_pcu_sym.70,pcu
55,2472.43814193876,44.95342076252291,88.39402177269714,74.68455289050624,41.980244244808745,86,2224.952290999715,25.871538267438545,416.75668390582877,41.980508015291264,1.1371525943104643e-10,60,634.8417380905398,10.58069563484233,276.31104111253774,41.98013367909829,1.4722445484949276e-11,str_m1_o1_o2_pcu_sym.61,pcu
55,2312.4983604526865,42.04542473550339,0.0017768983235898327,42.178725085225,42.032094700531246,85,2227.386687262502,26.20454926191179,414.5982236222232,42.03209470053126,2.940674903584295e-06,56,616.2864225774176,11.005114688882458,285.22718993326095,42.01637340216868,7.3631107966321e-07,str_m1_o1_o4_pcu_sym.137,pcu
55,2296.665857336415,41.75756104248027,0.012155552707150115,42.06261740536023,41.69559327015625,176,2207.2476098597,12.541179601475568,365.00825892147054,41.778536236976066,2.7651936278516587e-05,128,608.9901441159949,4.75773550090621,151.08944908521846,41.545345557472814,1.0408681447415802e-05,str_m1_o1_o4_pcu_sym.16,pcu
55,2311.940845132948,42.03528809332633,0.0025693945632375326,42.11109375456974,42.00138431825624,176,2225.49593492406,12.644863266613976,371.06801003056063,42.00118742048976,4.609148618328618e-10,56,614.7644693144773,10.977936952044237,284.535034547838,41.97234107215462,5.542887009823971e-05,str_m1_o1_o4_pcu_sym.124,pcu
